"Data";"Rubrica";"valor"
2004-04-01;"I.1.3    Imposto de Renda";9113,067513
2004-05-01;"I. RECEITA TOTAL";32861,3158414152
2004-05-01;"I.1 -  Receita Administrada pela RFB";22585,300943
2004-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";688,629519
2004-05-01;"I.1.2    IPI";1736,353321
2004-05-01;"I.1.2.1    IPI - Fumo";181,707649
2004-05-01;"I.1.2.2    IPI - Bebidas";158,231673
2004-05-01;"I.1.2.3    IPI - AutomÃ³veis";269,477925
2004-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";378,834167
2004-05-01;"I.1.2.5    IPI - Outros";748,101907
2004-05-01;"I.1.3    Imposto de Renda";6585,709158
2004-06-01;"I. RECEITA TOTAL";33267,7295907809
2004-06-01;"I.1 -  Receita Administrada pela RFB";22843,858339
2004-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";828,061751
2004-06-01;"I.1.2    IPI";1757,011266
2004-06-01;"I.1.2.1    IPI - Fumo";183,138141
2004-06-01;"I.1.2.2    IPI - Bebidas";143,793636
2004-06-01;"I.1.2.3    IPI - AutomÃ³veis";220,779129
2004-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";458,440347
2004-06-01;"I.1.2.5    IPI - Outros";750,860013
2004-06-01;"I.1.3    Imposto de Renda";5875,251226
2004-07-01;"I. RECEITA TOTAL";34778,6235607403
2004-07-01;"I.1 -  Receita Administrada pela RFB";23605,70217
2004-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";836,522182
2004-07-01;"I.1.2    IPI";1864,917369
2004-07-01;"I.1.2.1    IPI - Fumo";191,358551
2004-07-01;"I.1.2.2    IPI - Bebidas";154,302946
2004-07-01;"I.1.2.3    IPI - AutomÃ³veis";256,322659
2004-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";458,660473
2004-07-01;"I.1.2.5    IPI - Outros";804,27274
2004-07-01;"I.1.3    Imposto de Renda";7046,960979
2004-08-01;"I. RECEITA TOTAL";33470,9741995875
2004-08-01;"I.1 -  Receita Administrada pela RFB";22993,408728
2004-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";856,723717
2004-08-01;"I.1.2    IPI";1986,5708
2004-08-01;"I.1.2.1    IPI - Fumo";202,13462
2004-08-01;"I.1.2.2    IPI - Bebidas";150,875614
2004-08-01;"I.1.2.3    IPI - AutomÃ³veis";295,408129
2004-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";461,293067
2004-08-01;"I.1.2.5    IPI - Outros";876,85937
2004-08-01;"I.1.3    Imposto de Renda";6189,928777
2004-09-01;"I. RECEITA TOTAL";34334,325344655
2004-09-01;"I.1 -  Receita Administrada pela RFB";24504,518522
2004-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";850,152771
2004-09-01;"I.1.2    IPI";1929,531073
2004-09-01;"I.1.2.1    IPI - Fumo";186,167656
2004-09-01;"I.1.2.2    IPI - Bebidas";164,968243
2004-09-01;"I.1.2.3    IPI - AutomÃ³veis";222,825181
2004-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";475,81932
2004-09-01;"I.1.2.5    IPI - Outros";879,750673
2004-09-01;"I.1.3    Imposto de Renda";7259,752888
2004-10-01;"I. RECEITA TOTAL";35722,5200993746
2004-10-01;"I.1 -  Receita Administrada pela RFB";24012,85803
2004-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";799,914716
2004-10-01;"I.1.2    IPI";1640,967096
2004-10-01;"I.1.2.1    IPI - Fumo";197,533362
2004-10-01;"I.1.2.2    IPI - Bebidas";164,300516
2004-10-01;"I.1.2.3    IPI - AutomÃ³veis";256,612881
2004-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";457,277642
2004-10-01;"I.1.2.5    IPI - Outros";565,242695
2004-10-01;"I.1.3    Imposto de Renda";7276,706842
2004-11-01;"I. RECEITA TOTAL";33368,2887997575
2004-11-01;"I.1 -  Receita Administrada pela RFB";22481,256922
2004-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";889,260006
2004-11-01;"I.1.2    IPI";1975,440523
2004-11-01;"I.1.2.1    IPI - Fumo";204,991114
2004-11-01;"I.1.2.2    IPI - Bebidas";185,676782
2004-11-01;"I.1.2.3    IPI - AutomÃ³veis";277,100829
2004-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";505,0602
2004-11-01;"I.1.2.5    IPI - Outros";802,611598
2004-11-01;"I.1.3    Imposto de Renda";5913,77179
2004-12-01;"I. RECEITA TOTAL";47407,9276563896
2004-12-01;"I.1 -  Receita Administrada pela RFB";30060,901923
2004-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";784,96568
2004-12-01;"I.1.2    IPI";2046,600073
2004-12-01;"I.1.2.1    IPI - Fumo";206,043718
2004-12-01;"I.1.2.2    IPI - Bebidas";211,079434
2004-12-01;"I.1.2.3    IPI - AutomÃ³veis";309,831165
2004-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";455,31169
2004-12-01;"I.1.2.5    IPI - Outros";864,334066
2004-12-01;"I.1.3    Imposto de Renda";11901,136083
2005-01-01;"I. RECEITA TOTAL";41412,1054536998
2005-01-01;"I.1 -  Receita Administrada pela RFB";29018,539396
2005-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";748,441028
2005-01-01;"I.1.2    IPI";2032,022318
2005-01-01;"I.1.2.1    IPI - Fumo";204,766416
2005-01-01;"I.1.2.2    IPI - Bebidas";209,638868
2005-01-01;"I.1.2.3    IPI - AutomÃ³veis";199,654655
2005-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";404,299663
2005-01-01;"I.1.2.5    IPI - Outros";1013,662716
2005-01-01;"I.1.3    Imposto de Renda";10078,434683
2005-02-01;"I. RECEITA TOTAL";35160,1388315302
2005-02-01;"I.1 -  Receita Administrada pela RFB";23898,406033
2005-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";646,792504
2005-02-01;"I.1.2    IPI";1574,263327
2005-02-01;"I.1.2.1    IPI - Fumo";190,325283
2005-02-01;"I.1.2.2    IPI - Bebidas";178,318558
2005-02-01;"I.1.2.3    IPI - AutomÃ³veis";232,226762
2005-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";361,380877
2005-02-01;"I.1.2.5    IPI - Outros";612,011847
2005-02-01;"I.1.3    Imposto de Renda";7931,28929
2005-03-01;"I. RECEITA TOTAL";38227,2136159764
2005-03-01;"I.1 -  Receita Administrada pela RFB";26391,279644
2005-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";796,171006
2005-03-01;"I.1.2    IPI";2004,60599
2005-03-01;"I.1.2.1    IPI - Fumo";183,542619
2005-03-01;"I.1.2.2    IPI - Bebidas";158,40302
2005-03-01;"I.1.2.3    IPI - AutomÃ³veis";273,311062
2005-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";445,412349
2005-03-01;"I.1.2.5    IPI - Outros";943,93694
2005-03-01;"I.1.3    Imposto de Renda";9366,961576
2005-04-01;"I. RECEITA TOTAL";42748,1103780484
2005-04-01;"I.1 -  Receita Administrada pela RFB";29007,925369
2005-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";716,3685
2005-04-01;"I.1.2    IPI";2101,723538
2005-04-01;"I.1.2.1    IPI - Fumo";212,703756
2005-04-01;"I.1.2.2    IPI - Bebidas";210,563236
2005-04-01;"I.1.2.3    IPI - AutomÃ³veis";362,12021
2005-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";421,859238
2005-04-01;"I.1.2.5    IPI - Outros";894,477098
2005-04-01;"I.1.3    Imposto de Renda";10926,456662
2005-05-01;"I. RECEITA TOTAL";36882,8298770027
2005-05-01;"I.1 -  Receita Administrada pela RFB";25410,388703
2005-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";737,283617
2005-05-01;"I.1.2    IPI";1846,294608
2005-05-01;"I.1.2.1    IPI - Fumo";190,144595
2005-05-01;"I.1.2.2    IPI - Bebidas";156,096373
2005-05-01;"I.1.2.3    IPI - AutomÃ³veis";311,911357
2005-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";432,965752
2005-05-01;"I.1.2.5    IPI - Outros";755,176531
2005-05-01;"I.1.3    Imposto de Renda";8441,841434
2005-06-01;"I. RECEITA TOTAL";40391,3020366253
2005-06-01;"I.1 -  Receita Administrada pela RFB";29095,888797
2005-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";737,81349
2005-06-01;"I.1.2    IPI";1736,850389
2005-06-01;"I.1.2.1    IPI - Fumo";168,373921
2005-06-01;"I.1.2.2    IPI - Bebidas";168,240877
2005-06-01;"I.1.2.3    IPI - AutomÃ³veis";282,137118
2005-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";437,278522
2005-06-01;"I.1.2.5    IPI - Outros";680,819951
2005-06-01;"I.1.3    Imposto de Renda";11351,128505
2005-07-01;"I. RECEITA TOTAL";40143,8862526475
2005-07-01;"I.1 -  Receita Administrada pela RFB";26771,00685
2005-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";738,961007
2005-07-01;"I.1.2    IPI";1837,236452
2005-07-01;"I.1.2.1    IPI - Fumo";179,981631
2005-07-01;"I.1.2.2    IPI - Bebidas";182,082793
2005-07-01;"I.1.2.3    IPI - AutomÃ³veis";320,618824
2005-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";419,018085
2005-07-01;"I.1.2.5    IPI - Outros";735,535119
2005-07-01;"I.1.3    Imposto de Renda";8302,959992
2005-08-01;"I. RECEITA TOTAL";39225,790279041
2005-08-01;"I.1 -  Receita Administrada pela RFB";27094,102019
2005-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";833,505786
2005-08-01;"I.1.2    IPI";2072,848716
2005-08-01;"I.1.2.1    IPI - Fumo";180,548165
2005-08-01;"I.1.2.2    IPI - Bebidas";210,414988
2005-08-01;"I.1.2.3    IPI - AutomÃ³veis";313,185111
2005-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";489,682219
2005-08-01;"I.1.2.5    IPI - Outros";879,018233
2005-08-01;"I.1.3    Imposto de Renda";8571,645133
2005-09-01;"I. RECEITA TOTAL";36668,9202430919
2005-09-01;"I.1 -  Receita Administrada pela RFB";25187,272833
2005-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";756,444528
2005-09-01;"I.1.2    IPI";2124,507135
2005-09-01;"I.1.2.1    IPI - Fumo";196,824745
2005-09-01;"I.1.2.2    IPI - Bebidas";186,150972
2005-09-01;"I.1.2.3    IPI - AutomÃ³veis";326,999993
2005-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";461,004362
2005-09-01;"I.1.2.5    IPI - Outros";953,527063
2005-09-01;"I.1.3    Imposto de Renda";6854,888614
2005-10-01;"I. RECEITA TOTAL";41383,6819863044
2005-10-01;"I.1 -  Receita Administrada pela RFB";27853,584961
2005-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";740,943893
2005-10-01;"I.1.2    IPI";2207,563371
2005-10-01;"I.1.2.1    IPI - Fumo";194,322516
2005-10-01;"I.1.2.2    IPI - Bebidas";197,164706
2005-10-01;"I.1.2.3    IPI - AutomÃ³veis";328,843464
2005-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";449,977346
2005-10-01;"I.1.2.5    IPI - Outros";1037,255339
2005-10-01;"I.1.3    Imposto de Renda";9000,390327
2005-11-01;"I. RECEITA TOTAL";39794,637618752
2005-11-01;"I.1 -  Receita Administrada pela RFB";27912,27557177
2005-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";783,692149
2005-11-01;"I.1.2    IPI";2347,934314
2005-11-01;"I.1.2.1    IPI - Fumo";192,507147
2005-11-01;"I.1.2.2    IPI - Bebidas";218,334224
2005-11-01;"I.1.2.3    IPI - AutomÃ³veis";342,453547
2005-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";484,585128
2005-11-01;"I.1.2.5    IPI - Outros";1110,054268
2005-11-01;"I.1.3    Imposto de Renda";8938,39468177
2005-12-01;"I. RECEITA TOTAL";55783,46433131
2005-12-01;"I.1 -  Receita Administrada pela RFB";35428,96100387
2005-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";783,52887007
2005-12-01;"I.1.2    IPI";2565,72226952
2005-12-01;"I.1.2.1    IPI - Fumo";208,731148
2005-12-01;"I.1.2.2    IPI - Bebidas";282,177772
2005-12-01;"I.1.2.3    IPI - AutomÃ³veis";447,842506
2005-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";470,56126409
2005-12-01;"I.1.2.5    IPI - Outros";1156,40957943
2005-12-01;"I.1.3    Imposto de Renda";15521,192001
2006-01-01;"I. RECEITA TOTAL";45585,4422880413
2006-01-01;"I.1 -  Receita Administrada pela RFB";30836,37050507
2006-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";817,55026557
2006-01-01;"I.1.2    IPI";2139,38344548
2006-01-01;"I.1.2.1    IPI - Fumo";218,56657688
2006-01-01;"I.1.2.2    IPI - Bebidas";253,61374855
2006-01-01;"I.1.2.3    IPI - AutomÃ³veis";287,4560617
2006-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";452,61412736
2006-01-01;"I.1.2.5    IPI - Outros";927,13293099
2006-01-01;"I.1.3    Imposto de Renda";10625,78525567
2006-02-01;"I. RECEITA TOTAL";38550,592768088
2006-02-01;"I.1 -  Receita Administrada pela RFB";26241,91664737
2006-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";662,41866958
2006-02-01;"I.1.2    IPI";1986,52236753
2006-02-01;"I.1.2.1    IPI - Fumo";201,95362735
2006-02-01;"I.1.2.2    IPI - Bebidas";217,9023066
2006-02-01;"I.1.2.3    IPI - AutomÃ³veis";343,73658948
2006-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";359,2029013
2006-02-01;"I.1.2.5    IPI - Outros";863,7269428
2006-02-01;"I.1.3    Imposto de Renda";9127,34530775
2006-03-01;"I. RECEITA TOTAL";41432,6735220757
2006-03-01;"I.1 -  Receita Administrada pela RFB";27943,14246407
2006-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";757,90110277
2006-03-01;"I.1.2    IPI";1876,24198465
2006-03-01;"I.1.2.1    IPI - Fumo";182,82456879
2006-03-01;"I.1.2.2    IPI - Bebidas";184,33816657
2006-03-01;"I.1.2.3    IPI - AutomÃ³veis";305,1803443
2006-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";501,27709313
2006-03-01;"I.1.2.5    IPI - Outros";702,62181186
2006-03-01;"I.1.3    Imposto de Renda";10255,93886935
2006-04-01;"I. RECEITA TOTAL";48874,1598060073
2006-04-01;"I.1 -  Receita Administrada pela RFB";31545,48450933
2006-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";686,18904796
2006-04-01;"I.1.2    IPI";2115,06390935
2006-04-01;"I.1.2.1    IPI - Fumo";218,04001632
2006-04-01;"I.1.2.2    IPI - Bebidas";201,06299921
2006-04-01;"I.1.2.3    IPI - AutomÃ³veis";378,481108
2006-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";423,23030565
2006-04-01;"I.1.2.5    IPI - Outros";894,24948017
2006-04-01;"I.1.3    Imposto de Renda";12711,49056003
2006-05-01;"I. RECEITA TOTAL";42131,8591009642
2006-05-01;"I.1 -  Receita Administrada pela RFB";27090,93149821
2006-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";835,17586872
2006-05-01;"I.1.2    IPI";2001,37502215
2006-05-01;"I.1.2.1    IPI - Fumo";175,24049479
2006-05-01;"I.1.2.2    IPI - Bebidas";175,07514636
2006-05-01;"I.1.2.3    IPI - AutomÃ³veis";310,51811089
2006-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";514,42995186
2006-05-01;"I.1.2.5    IPI - Outros";826,11131825
2006-05-01;"I.1.3    Imposto de Renda";9069,00030048
2006-06-01;"I. RECEITA TOTAL";44353,4909137321
2006-06-01;"I.1 -  Receita Administrada pela RFB";31483,07461673
2006-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";781,85495613
2006-06-01;"I.1.2    IPI";2113,61463081
2006-06-01;"I.1.2.1    IPI - Fumo";187,33709746
2006-06-01;"I.1.2.2    IPI - Bebidas";188,5681673
2006-06-01;"I.1.2.3    IPI - AutomÃ³veis";350,44993272
2006-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";501,58457171
2006-06-01;"I.1.2.5    IPI - Outros";885,67486162
2006-06-01;"I.1.3    Imposto de Renda";12804,41456138
2006-07-01;"I. RECEITA TOTAL";44796,2958406011
2006-07-01;"I.1 -  Receita Administrada pela RFB";29074,42756776
2006-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";791,69190869
2006-07-01;"I.1.2    IPI";2121,27898771
2006-07-01;"I.1.2.1    IPI - Fumo";192,15005684
2006-07-01;"I.1.2.2    IPI - Bebidas";194,31383751
2006-07-01;"I.1.2.3    IPI - AutomÃ³veis";366,34249241
2006-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";500,5976369
2006-07-01;"I.1.2.5    IPI - Outros";867,87496405
2006-07-01;"I.1.3    Imposto de Renda";9884,69359411
2006-08-01;"I. RECEITA TOTAL";45376,1087736088
2006-08-01;"I.1 -  Receita Administrada pela RFB";28767,55816092
2006-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1134,40684047
2006-08-01;"I.1.2    IPI";2314,36052819
2006-08-01;"I.1.2.1    IPI - Fumo";188,71848578
2006-08-01;"I.1.2.2    IPI - Bebidas";189,20525661
2006-08-01;"I.1.2.3    IPI - AutomÃ³veis";358,56513625
2006-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";603,05575536
2006-08-01;"I.1.2.5    IPI - Outros";974,81589419
2006-08-01;"I.1.3    Imposto de Renda";9084,73654018
2006-09-01;"I. RECEITA TOTAL";44712,1467318937
2006-09-01;"I.1 -  Receita Administrada pela RFB";30355,1481728
2006-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";828,88347062
2006-09-01;"I.1.2    IPI";2678,17449335
2006-09-01;"I.1.2.1    IPI - Fumo";221,2670622
2006-09-01;"I.1.2.2    IPI - Bebidas";323,46604416
2006-09-01;"I.1.2.3    IPI - AutomÃ³veis";374,61565032
2006-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";542,20535774
2006-09-01;"I.1.2.5    IPI - Outros";1216,62037893
2006-09-01;"I.1.3    Imposto de Renda";9227,5855449
2006-10-01;"I. RECEITA TOTAL";46777,864038505
2006-10-01;"I.1 -  Receita Administrada pela RFB";30982,92433853
2006-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";853,07193199
2006-10-01;"I.1.2    IPI";2354,59203344
2006-10-01;"I.1.2.1    IPI - Fumo";195,66758742
2006-10-01;"I.1.2.2    IPI - Bebidas";203,87749394
2006-10-01;"I.1.2.3    IPI - AutomÃ³veis";382,50944139
2006-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";556,50723068
2006-10-01;"I.1.2.5    IPI - Outros";1016,03028001
2006-10-01;"I.1.3    Imposto de Renda";9977,01512681
2006-11-01;"I. RECEITA TOTAL";42681,7534213429
2006-11-01;"I.1 -  Receita Administrada pela RFB";28648,32106409
2006-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";964,74085097
2006-11-01;"I.1.2    IPI";2466,63062069
2006-11-01;"I.1.2.1    IPI - Fumo";207,78691427
2006-11-01;"I.1.2.2    IPI - Bebidas";217,08091123
2006-11-01;"I.1.2.3    IPI - AutomÃ³veis";374,06173172
2006-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";604,5142217
2006-11-01;"I.1.2.5    IPI - Outros";1063,18684177
2006-11-01;"I.1.3    Imposto de Renda";8398,83875983
2006-12-01;"I. RECEITA TOTAL";57537,6182054688
2006-12-01;"I.1 -  Receita Administrada pela RFB";36219,86964508
2006-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";864,43182951
2006-12-01;"I.1.2    IPI";3217,87850232
2006-12-01;"I.1.2.1    IPI - Fumo";206,80087192
2006-12-01;"I.1.2.2    IPI - Bebidas";277,98819751
2006-12-01;"I.1.2.3    IPI - AutomÃ³veis";472,07994404
2006-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";591,06322105
2006-12-01;"I.1.2.5    IPI - Outros";1669,9462678
2006-12-01;"I.1.3    Imposto de Renda";14668,1785081
2007-01-01;"I. RECEITA TOTAL";52093,74542455
2007-01-01;"I.1 -  Receita Administrada pela RFB";35299,18857906
2007-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";923,15451705
2007-01-01;"I.1.2    IPI";2294,25644181
2007-01-01;"I.1.2.1    IPI - Fumo";208,65133612
2007-01-01;"I.1.2.2    IPI - Bebidas";266,20137279
2007-01-01;"I.1.2.3    IPI - AutomÃ³veis";254,82465005
2007-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";532,00941425
2007-01-01;"I.1.2.5    IPI - Outros";1032,5696686
2007-01-01;"I.1.3    Imposto de Renda";12649,88820275
2007-02-01;"I. RECEITA TOTAL";43127,75553967
2007-02-01;"I.1 -  Receita Administrada pela RFB";29696,52106038
2007-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";802,70137118
2007-02-01;"I.1.2    IPI";2200,51770721
2007-02-01;"I.1.2.1    IPI - Fumo";210,02725609
2007-02-01;"I.1.2.2    IPI - Bebidas";214,37738989
2007-02-01;"I.1.2.3    IPI - AutomÃ³veis";350,63565001
2007-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";489,8820217
2007-02-01;"I.1.2.5    IPI - Outros";935,59538952
2007-02-01;"I.1.3    Imposto de Renda";10527,75558619
2007-03-01;"I. RECEITA TOTAL";47648,26260113
2007-03-01;"I.1 -  Receita Administrada pela RFB";32463,90758173
2007-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1004,66148165
2007-03-01;"I.1.2    IPI";2093,90101669
2007-03-01;"I.1.2.1    IPI - Fumo";181,21010821
2007-03-01;"I.1.2.2    IPI - Bebidas";170,60634993
2007-03-01;"I.1.2.3    IPI - AutomÃ³veis";386,8930534
2007-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";623,46269602
2007-03-01;"I.1.2.5    IPI - Outros";731,72880913
2007-03-01;"I.1.3    Imposto de Renda";12463,48287649
2007-04-01;"I. RECEITA TOTAL";54958,304767208
2007-04-01;"I.1 -  Receita Administrada pela RFB";36179,45677553
2007-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";896,47206614
2007-04-01;"I.1.2    IPI";2485,15271338
2007-04-01;"I.1.2.1    IPI - Fumo";236,22013811
2007-04-01;"I.1.2.2    IPI - Bebidas";209,51353597
2007-04-01;"I.1.2.3    IPI - AutomÃ³veis";428,01846292
2007-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";566,50701082
2007-04-01;"I.1.2.5    IPI - Outros";1044,89356556
2007-04-01;"I.1.3    Imposto de Renda";14478,4053598
2007-05-01;"I. RECEITA TOTAL";48187,95278724
2007-05-01;"I.1 -  Receita Administrada pela RFB";32325,66093913
2007-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1004,92992948
2007-05-01;"I.1.2    IPI";2416,09287475
2007-05-01;"I.1.2.1    IPI - Fumo";161,95032018
2007-05-01;"I.1.2.2    IPI - Bebidas";176,12738487
2007-05-01;"I.1.2.3    IPI - AutomÃ³veis";371,47990352
2007-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";637,5161686
2007-05-01;"I.1.2.5    IPI - Outros";1069,01909758
2007-05-01;"I.1.3    Imposto de Renda";11062,71618451
2007-06-01;"I. RECEITA TOTAL";49421,989776292
2007-06-01;"I.1 -  Receita Administrada pela RFB";34976,30703756
2007-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";904,94604226
2007-06-01;"I.1.2    IPI";2661,1775507
2007-06-01;"I.1.2.1    IPI - Fumo";209,23063819
2007-06-01;"I.1.2.2    IPI - Bebidas";186,78684243
2007-06-01;"I.1.2.3    IPI - AutomÃ³veis";454,90603841
2007-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";592,78688558
2007-06-01;"I.1.2.5    IPI - Outros";1217,46714609
2007-06-01;"I.1.3    Imposto de Renda";13393,17526696
2007-07-01;"I. RECEITA TOTAL";50863,16918725
2007-07-01;"I.1 -  Receita Administrada pela RFB";34136,01772895
2007-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";990,38180137
2007-07-01;"I.1.2    IPI";2532,98475658
2007-07-01;"I.1.2.1    IPI - Fumo";199,07130609
2007-07-01;"I.1.2.2    IPI - Bebidas";202,67381844
2007-07-01;"I.1.2.3    IPI - AutomÃ³veis";464,08781781
2007-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";622,78047223
2007-07-01;"I.1.2.5    IPI - Outros";1044,37134201
2007-07-01;"I.1.3    Imposto de Renda";11661,42101474
2007-08-01;"I. RECEITA TOTAL";48634,866761802
2007-08-01;"I.1 -  Receita Administrada pela RFB";32796,16250104
2007-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1174,9103523
2007-08-01;"I.1.2    IPI";2769,80370416
2007-08-01;"I.1.2.1    IPI - Fumo";241,89557836
2007-08-01;"I.1.2.2    IPI - Bebidas";178,60238606
2007-08-01;"I.1.2.3    IPI - AutomÃ³veis";467,9489322
2007-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";731,33078143
2007-08-01;"I.1.2.5    IPI - Outros";1150,02602611
2007-08-01;"I.1.3    Imposto de Renda";9983,38059709
2007-09-01;"I. RECEITA TOTAL";49283,74726838
2007-09-01;"I.1 -  Receita Administrada pela RFB";33616,75026948
2007-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1034,85112762
2007-09-01;"I.1.2    IPI";3001,83119335
2007-09-01;"I.1.2.1    IPI - Fumo";287,05161338
2007-09-01;"I.1.2.2    IPI - Bebidas";217,9826722
2007-09-01;"I.1.2.3    IPI - AutomÃ³veis";546,2043579
2007-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";685,4878297
2007-09-01;"I.1.2.5    IPI - Outros";1265,10472017
2007-09-01;"I.1.3    Imposto de Renda";9765,68945905
2007-10-01;"I. RECEITA TOTAL";54653,42717441
2007-10-01;"I.1 -  Receita Administrada pela RFB";37234,86116654
2007-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1236,99181242
2007-10-01;"I.1.2    IPI";3092,89896308
2007-10-01;"I.1.2.1    IPI - Fumo";267,11816269
2007-10-01;"I.1.2.2    IPI - Bebidas";222,44569656
2007-10-01;"I.1.2.3    IPI - AutomÃ³veis";501,71869536
2007-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";791,59348331
2007-10-01;"I.1.2.5    IPI - Outros";1310,02292516
2007-10-01;"I.1.3    Imposto de Renda";12673,75865561
2007-11-01;"I. RECEITA TOTAL";52487,5323756286
2007-11-01;"I.1 -  Receita Administrada pela RFB";36488,64702989
2007-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";1197,41743845
2007-11-01;"I.1.2    IPI";3053,74001963
2007-11-01;"I.1.2.1    IPI - Fumo";289,52580075
2007-11-01;"I.1.2.2    IPI - Bebidas";235,5671189
2007-11-01;"I.1.2.3    IPI - AutomÃ³veis";387,42943007
